gene1,gene2,corr
expressionTAL1,expressionNIPSNAP3B,0.6113211674639608
expressionTAL1,expressionFLRT2,0.6331706799482769
expressionTAL1,expressionMMRN1,0.7150933719033437
expressionTAL1,expressionABCG2,0.6099538911224173
expressionTAL1,expressionSLIT3,0.6719955718978949
expressionTAL1,expressionIGFBP6,0.6028438308813251
expressionTAL1,expressionCLDN5,0.6984051122704201
expressionTAL1,expressionEBF2,0.7554708321225887
expressionTAL1,expressionEPAS1,0.6834796339501455
expressionTAL1,expressionPPARG,0.6776406034079046
expressionTAL1,expressionCD36,0.6498636016740073
expressionTAL1,expressionEBF1,0.7946514563986433
expressionTAL1,expressionSHANK3,0.6731152333234132
expressionTAL1,expressionADRB2,0.6322167446053167
expressionTAL1,expressionANKRD29,0.6386320354884432
expressionTAL1,expressionDNASE1L3,0.6139309691181672
expressionTAL1,expressionNEK2,0.6099746183831013
expressionTAL1,expressionNAALAD2,0.6078940077042003
expressionTAL1,expressionLINC01537,0.6661647600712279
expressionTAL1,expressionPDE2A,0.8298453905888041
expressionTAL1,expressionIGF1,0.6969848076178154
expressionTAL1,expressionTNS2,0.6249253145118866
expressionTAL1,expressionGJA4,0.6375301927267187
expressionTAL1,expressionFREM1,0.6249349199558931
expressionTAL1,expressionARHGAP20,0.6628494596309205
expressionTAL1,expressionITGA7,0.7246876834214405
expressionTAL1,expressionRBMS3,0.7001274709257591
expressionTAL1,expressionNR5A2,0.6494242939389862
expressionTAL1,expressionNDN,0.6314643311069282
expressionTAL1,expressionLOXHD1,0.6052824500628948
expressionTAL1,expressionADAMTS1,0.6324841449304089
expressionTAL1,expressionF10,0.6382718309604111
expressionTAL1,expressionKL,0.6849958263409187
expressionTAL1,expressionEGR1,0.6050812247632307
expressionTAL1,expressionS1PR1,0.8278325394258826
expressionTAL1,expressionPLVAP,0.6070439009353511
expressionTAL1,expressionDLC1,0.7046375335131376
expressionTAL1,expressionSOX7,0.6611805980145613
expressionTAL1,expressionGALNT15,0.6198041040377248
expressionTAL1,expressionZNF423,0.6255217503590317
expressionTAL1,expressionTNS1,0.7166435051484492
expressionTAL1,expressionCLEC14A,0.7577879373260158
expressionTAL1,expressionSLC35G2,0.6660894683731589
expressionTAL1,expressionLEPR,0.6853940173437865
expressionTAL1,expressionPLSCR4,0.6578807073560801
expressionTAL1,expressionARHGAP6,0.6512263722919548
expressionTAL1,expressionADH1B,0.6094352207922815
expressionTAL1,expressionELK3,0.6736837750761635
expressionTAL1,expressionCUBN,0.6482347851498743
expressionTAL1,expressionERG,0.8148646212682354
expressionTAL1,expressionRUNX1T1,0.6663580287875728
expressionTAL1,expressionFOSB,0.6071096010174004
expressionTAL1,expressionHSD17B13,0.6173223677215781
expressionTAL1,expressionFZD4,0.6603182308257073
expressionTAL1,expressionAPOLD1,0.6637220064994975
expressionTAL1,expressionLMO2,0.623188878074877
expressionTAL1,expressionSTARD8,0.7527523168308806
expressionTAL1,expressionGPD1,0.6299361026420576
expressionTAL1,expressionABI3BP,0.6369916496163485
expressionTAL1,expressionLDLRAD2,0.6524212294137665
expressionTAL1,expressionROBO4,0.7982629722830322
expressionTAL1,expressionCYYR1,0.644492253696688
expressionTAL1,expressionPLCXD3,0.6108694979326126
expressionTAL1,expressionSH2D3C,0.6551803245036663
expressionTAL1,expressionLHX6,0.6077763921619389
expressionTAL1,expressionTFPI,0.6361470340691279
expressionTAL1,expressionMMP28,0.6553258142463787
expressionTAL1,expressionPECAM1,0.7704828819710761
expressionTAL1,expressionJAM2,0.7844448316545554
expressionTAL1,expressionADAMTS5,0.6057468086859589
expressionTAL1,expressionTXNIP,0.636574109886097
expressionTAL1,expressionC7,0.6234936549031238
expressionTAL1,expressionADAM33,0.6986614108795832
expressionTAL1,expressionTDRD10,0.6379072263890312
expressionTAL1,expressionSHROOM4,0.6854188297258447
expressionTAL1,expressionUSHBP1,0.7884965579265256
expressionTAL1,expressionFLT4,0.6989177392593153
expressionTAL1,expressionTHSD7A,0.6351010198533755
expressionTAL1,expressionABCA10,0.6878020713274143
expressionTAL1,expressionPDGFD,0.6489501152586248
expressionTAL1,expressionPRDM16,0.6167392982134041
expressionTAL1,expressionCLIC2,0.6016489606030224
expressionTAL1,expressionABCC9,0.6401772609705777
expressionTAL1,expressionALDH1L1,0.6309563851185952
expressionTAL1,expressionSCN4B,0.7287222892530176
expressionTAL1,expressionFABP4,0.6708501754693045
expressionTAL1,expressionPCAT19,0.6438831403539212
expressionTAL1,expressionTMEM132C,0.6044890574209671
expressionTAL1,expressionHSPB6,0.7186680309565352
expressionTAL1,expressionASPA,0.7283184600911984
expressionTAL1,expressionMMRN2,0.8008426103428707
expressionTAL1,expressionGNG11,0.7697405979276009
expressionTAL1,expressionABCA9,0.6812959834751017
expressionTAL1,expressionTBX15,0.6540915728560209
expressionTAL1,expressionTNXB,0.7638290547252611
expressionTAL1,expressionSPRY1,0.7319985174028062
expressionTAL1,expressionMOCS1,0.6030610717089241
expressionTAL1,expressionTMEM88,0.6562495600908279
expressionTAL1,expressionHSPB7,0.6365699240875154
expressionTAL1,expressionZCCHC24,0.6616112858889748
expressionTAL1,expressionAVPR2,0.7311183443055891
expressionTAL1,expressionFAM124B,0.726492931360495
expressionTAL1,expressionEGFLAM,0.6463971389558857
expressionTAL1,expressionMFNG,0.6019588324421378
expressionTAL1,expressionPREX2,0.7676851845175401
expressionTAL1,expressionKLF2,0.6520104777877267
expressionTAL1,expressionZFP36,0.6040655910419027
expressionTAL1,expressionMAMDC2,0.6168770933199766
expressionTAL1,expressionGSN,0.6502678898846037
expressionTAL1,expressionRHOJ,0.7752510853097833
expressionTAL1,expressionTEK,0.7927935286263618
expressionTAL1,expressionGIMAP8,0.7251874783062519
expressionTAL1,expressionCOL14A1,0.6622402173597637
expressionTAL1,expressionTTC28,0.6120281805730485
expressionTAL1,expressionCDO1,0.6465497515386802
expressionTAL1,expressionGIMAP7,0.6023063691844808
expressionTAL1,expressionSTARD9,0.7217594685028268
expressionTAL1,expressionSOX17,0.7154198871389333
expressionTAL1,expressionRFTN2,0.6514733368398048
expressionTAL1,expressionCCL14,0.7264842160933596
expressionTAL1,expressionNOVA2,0.7103897262257941
expressionTAL1,expressionCEP112,0.6139962391848124
expressionTAL1,expressionPCDHB15,0.6301116851060249
expressionTAL1,expressionSLIT2,0.6496995974956126
expressionTAL1,expressionPTPRB,0.7949317074490172
expressionTAL1,expressionPGM5,0.7414689682753175
expressionTAL1,expressionARAP3,0.6885226515450309
expressionTAL1,expressionCLDN11,0.6338186226494029
expressionTAL1,expressionCAPN11,0.6308860604048139
expressionTAL1,expressionKLHL29,0.609576165720369
expressionTAL1,expressionHIC1,0.6050302343561138
expressionTAL1,expressionCKS2,0.6072218297407526
expressionTAL1,expressionCLEC3B,0.7114046965596234
expressionTAL1,expressionGEM,0.614738852319571
expressionTAL1,expressionGPX3,0.6423910449340332
expressionTAL1,expressionCNRIP1,0.7468345700971067
expressionTAL1,expressionITIH5,0.7407349576450798
expressionTAL1,expressionATP1A2,0.6462262722245633
expressionTAL1,expressionFAM107A,0.6337670740739625
expressionTAL1,expressionPPP1R16B,0.6052947735254094
expressionTAL1,expressionPTPRM,0.6438655370122369
expressionTAL1,expressionLDB2,0.8162028521308727
expressionTAL1,expressionMYCT1,0.8207372307717234
expressionTAL1,expressionCCDC80,0.6255508845273084
expressionTAL1,expressionPI16,0.6095572717549477
expressionTAL1,expressionFAM162B,0.6207197577280311
expressionTAL1,expressionSNRK,0.6015727317379296
expressionTAL1,expressionCALCRL,0.6136052003224814
expressionTAL1,expressionCAV2,0.6560249417456646
expressionTAL1,expressionPCDH18,0.6235423386428945
expressionTAL1,expressionMYOCD,0.6656108436354077
expressionTAL1,expressionMECOM,0.6132252276255294
expressionTAL1,expressionADCY4,0.8092456845174951
expressionTAL1,expressionSYNPO,0.6300788607224508
expressionTAL1,expressionSRPX,0.6159361130000972
expressionTAL1,expressionGPAM,0.6104130503876517
expressionTAL1,expressionCAV1,0.7694825769706308
expressionTAL1,expressionCASQ2,0.690881732947674
expressionTAL1,expressionNNAT,0.6004610274998985
expressionTAL1,expressionGIMAP1,0.6362261207464106
expressionTAL1,expressionSLCO1C1,0.637569815799749
expressionTAL1,expressionLIPE,0.6412207669832237
expressionTAL1,expressionCCNB1,0.6215203722186793
expressionTAL1,expressionBTNL9,0.7462227088984725
expressionTAL1,expressionEBF3,0.7825348289933944
expressionTAL1,expressionLIMS2,0.6928194890532476
expressionTAL1,expressionMRGPRF,0.6303063389050676
expressionTAL1,expressionDUSP1,0.6079995084893324
expressionTAL1,expressionNRIP2,0.6642761035597715
expressionTAL1,expressionBMX,0.7384192089281068
expressionTAL1,expressionTSHZ2,0.6386539698830886
expressionTAL1,expressionPAMR1,0.6453640889721248
expressionTAL1,expressionTGFBR2,0.7340366016974748
expressionTAL1,expressionMEF2C,0.6509876731325306
expressionTAL1,expressionST6GALNAC3,0.668989688269783
expressionTAL1,expressionMFAP4,0.6539360518214119
expressionTAL1,expressionMEDAG,0.6406649941589245
expressionTAL1,expressionKDR,0.6374693504137274
expressionTAL1,expressionGRID1,0.6019218694962601
expressionTAL1,expressionLYVE1,0.6928306418442035
expressionTAL1,expressionCD93,0.7363747750394339
expressionTAL1,expressionCHRDL1,0.6549011835120402
expressionTAL1,expressionSCN3B,0.612278263742802
expressionTAL1,expressionPLAC9,0.7317263300656349
expressionTAL1,expressionPALMD,0.6284577437549291
expressionTAL1,expressionLMOD1,0.6566883516646143
expressionTAL1,expressionCRHBP,0.6311018588788976
expressionTAL1,expressionCCDC178,0.6106273150745862
expressionTAL1,expressionSVEP1,0.7258106223916974
expressionTAL1,expressionATOH8,0.7185025356123542
expressionTAL1,expressionKIF4A,0.6008306500624013
expressionTAL1,expressionAQP1,0.7712220196982891
expressionTAL1,expressionADCYAP1R1,0.6973005567279175
expressionTAL1,expressionVWF,0.7532188276946064
expressionTAL1,expressionSH3D19,0.6129469494586505
expressionTAL1,expressionFAM13C,0.6173786053901142
expressionTAL1,expressionCLEC1A,0.7520868510705411
expressionTAL1,expressionESAM,0.73103444053164
expressionTAL1,expressionSPARCL1,0.7247542363323148
expressionTAL1,expressionINMT,0.7276639320879447
expressionTAL1,expressionEDNRB,0.6787258946999569
expressionTAL1,expressionADAMTS9-AS2,0.7026545957738024
expressionTAL1,expressionSEMA3G,0.7368064134748951
expressionTAL1,expressionITM2A,0.7065487880215301
expressionTAL1,expressionRCAN2,0.6168810509474856
expressionTAL1,expressionUBE2T,0.6177247792426604
expressionTAL1,expressionRDH5,0.639304919388999
expressionTAL1,expressionMAGI2-AS3,0.7036483030371949
expressionTAL1,expressionPEAR1,0.79682738043605
expressionTAL1,expressionABCB1,0.6518505763795037
expressionTAL1,expressionCABP1,0.6361073134418892
expressionTAL1,expressionLAMA2,0.6553877149502637
expressionTAL1,expressionFAM110D,0.6227494658188103
expressionTAL1,expressionATP1B2,0.6334086253425137
expressionRAD21,expressionSLC25A32,0.6667927423509092
expressionRAD21,expressionTBC1D31,0.6193463737966052
expressionRAD21,expressionNSMCE2,0.6114628687409643
expressionRAD21,expressionSTK3,0.6094574408074256
expressionRAD21,expressionTAF2,0.7606025189812771
expressionRAD21,expressionRAD54B,0.6263302350703608
expressionRAD21,expressionYWHAZ,0.7387940562503336
expressionRAD21,expressionDCAF13,0.6996742742189931
expressionRAD21,expressionMTBP,0.7226713018030962
expressionRAD21,expressionZNF623,0.6603181351025927
expressionRAD21,expressionNUDCD1,0.7341639645045841
expressionRAD21,expressionATP6V1C1,0.6482048581767247
expressionRAD21,expressionPHF20L1,0.640842797168186
expressionRAD21,expressionMTDH,0.7182990132143557
expressionRAD21,expressionFAM91A1,0.7418798715296588
expressionRAD21,expressionCCNE2,0.6619232409456275
expressionRAD21,expressionTATDN1,0.6224592065528173
expressionRAD21,expressionARMC1,0.6700714323209717
expressionRAD21,expressionPRKDC,0.6134792356690228
expressionRAD21,expressionEMC2,0.6552881978009587
expressionRAD21,expressionCENPE,0.6036041735761699
expressionRAD21,expressionUBR5,0.6116629902912616
expressionRAD21,expressionDERL1,0.6822185189378356
expressionRAD21,expressionUTP23,0.8373294509862861
expressionRAD21,expressionPTK2,0.6220113096542134
expressionRAD21,expressionSQLE,0.6280341549031921
expressionRAD21,expressionPOLR2K,0.639344895946947
expressionRAD21,expressionOTUD6B,0.6464849441831405
expressionRAD21,expressionATAD2,0.7382397605408518
expressionRAD21,expressionDSCC1,0.6916159523676603
expressionRAD21,expressionINTS8,0.6204095797494822
expressionRAD21,expressionAZIN1,0.7162950675753564
expressionRAD21,expressionMRPL13,0.6256677798078237
expressionRAD21,expressionMTFR1,0.6175899243868989
expressionPABPC1,expressionSLC25A32,0.6171070566877199
expressionPABPC1,expressionYWHAZ,0.6553697502173063
expressionPABPC1,expressionDCAF13,0.7038795164105981
expressionPABPC1,expressionNUDCD1,0.6584917496238114
expressionPABPC1,expressionEIF3E,0.657914902234345
expressionPABPC1,expressionTATDN1,0.631886127133446
expressionPABPC1,expressionPTDSS1,0.7074473944893898
expressionPABPC1,expressionRPL30,0.6538735574995157
expressionPABPC1,expressionMTERF3,0.6258276856454663
expressionPABPC1,expressionPABPC3,0.768430513364484
expressionPABPC1,expressionZNF706,0.6503181765331264
expressionCLTC,expressionMTMR4,0.6271387020144562
expressionCLTC,expressionTRIM37,0.7612955689523584
expressionCLTC,expressionBPTF,0.6420809735643158
expressionCLTC,expressionGNA13,0.6798505918118699
expressionCLTC,expressionMETTL2A,0.6419638221220186
expressionCLTC,expressionCCDC47,0.6916836097244505
expressionCLTC,expressionPSMD12,0.6316907511970269
expressionCLTC,expressionDCAF7,0.6845427097074502
expressionCLTC,expressionHEATR6,0.7860466225286502
expressionCLTC,expressionUSP32,0.7617299121904076
expressionCLTC,expressionCERS6,0.6000420249608078
expressionCLTC,expressionRPS6KB1,0.7844822152252255
expressionCLTC,expressionSMG8,0.7592246285071901
expressionCLTC,expressionINTS2,0.7250588066823804
expressionCLTC,expressionPPM1D,0.6120106068079926
expressionCLTC,expressionDHX40,0.7708826358270149
expressionCLTC,expressionTLK2,0.6356491006399468
expressionCLTC,expressionCOIL,0.6007110535511767
expressionCLTC,expressionAPPBP2,0.7789260385378524
expressionCLTC,expressionMED13,0.7346024689753278
expressionCDKN2A,expressionCDKN2B-AS1,0.6648316395376901
expressionSGK1,expressionPTGER4,0.6358421994591155
expressionSGK1,expressionMAML2,0.6183034108760795
expressionSGK1,expressionCD200,0.6528755067802867
expressionSGK1,expressionSPRY2,0.6600674208212987
expressionSGK1,expressionNLRP3,0.6006757547559789
expressionSGK1,expressionEGR2,0.6499367068469846
expressionSGK1,expressionFOXO1,0.6226526734081608
expressionSGK1,expressionCXCL2,0.6368845393465871
expressionSGK1,expressionATF3,0.6036922766803033
expressionSGK1,expressionPROS1,0.6115319199536936
expressionSGK1,expressionKCTD12,0.65169012206661
expressionSGK1,expressionFLI1,0.6079631937431019
expressionSGK1,expressionPTGS2,0.657897093638281
expressionSGK1,expressionSIRPA,0.6142113385339444
expressionSGK1,expressionDMD,0.6207620002572414
expressionSGK1,expressionCPNE8,0.6335962449801483
